internal_id,LexisNexis_id,source,date,annotator,climate_change,attitude,policy
105,051501cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"May 15, 2020 Friday",11,Neutral,Neutral,Does not mention
106,051701CN.V11,CNN CNN NEWSROOM 2:00 PM EST,"May 17, 2020 Sunday",4,Neutral,Neutral,Does not mention
106,051701CN.V11,CNN CNN NEWSROOM 2:00 PM EST,"May 17, 2020 Sunday",11,Neutral,Neutral,Does not mention
107,051710cb.405,CBS News Transcripts CBS NEWS SUNDAY MORNING 9:00 AM EST,"May 17, 2020 Sunday",4,Neutral,Expresses climate concern,Does not mention
107,051710cb.405,CBS News Transcripts CBS NEWS SUNDAY MORNING 9:00 AM EST,"May 17, 2020 Sunday",11,Neutral,Neutral,Does not mention
108,,ABC News Transcript THIS WEEK 10:16 AM EST,"May 17, 2020 Sunday",4,Neutral,Expresses climate concern,Does not mention
108,,ABC News Transcript THIS WEEK 10:16 AM EST,"May 17, 2020 Sunday",13,Neutral,Expresses climate concern,Does not mention
109,051602CN.V54,CNN CNN LIVE EVENT/SPECIAL 8:00 PM EST,"May 16, 2020 Saturday",4,Neutral,Neutral,Does not mention
109,051602CN.V54,CNN CNN LIVE EVENT/SPECIAL 8:00 PM EST,"May 16, 2020 Saturday",13,Neutral,Neutral,Does not mention
111,051501CN.V67,CNN CNN Special Reports 11:00 PM EST,"May 15, 2020 Friday",4,Neutral,Neutral,Does not mention
111,051501CN.V67,CNN CNN Special Reports 11:00 PM EST,"May 15, 2020 Friday",13,Neutral,Neutral,Does not mention
112,051501cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"May 15, 2020 Friday",4,Neutral,Neutral,Opposes
112,051501cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"May 15, 2020 Friday",13,Neutral,Neutral,Opposes
113,051001CN.V18,CNN FAREED ZAKARIA GPS 10:00 AM EST,"May 10, 2020 Sunday",4,Acknowledges,Expresses climate concern,Does not mention
113,051001CN.V18,CNN FAREED ZAKARIA GPS 10:00 AM EST,"May 10, 2020 Sunday",13,Acknowledges,Expresses climate concern,Does not mention
115,051402CN.V54,CNN CNN LIVE EVENT/SPECIAL 9:00 PM EST,"May 14, 2020 Thursday",4,Neutral,Expresses climate concern,Does not mention
115,051402CN.V54,CNN CNN LIVE EVENT/SPECIAL 9:00 PM EST,"May 14, 2020 Thursday",13,Neutral,Expresses climate concern,Does not mention
116,051401CN.V54,CNN CNN LIVE EVENT/SPECIAL 8:00 PM EST,"May 14, 2020 Thursday",4,Neutral,Neutral,Does not mention
116,051401CN.V54,CNN CNN LIVE EVENT/SPECIAL 8:00 PM EST,"May 14, 2020 Thursday",13,Neutral,Neutral,Does not mention
117,051401cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"May 14, 2020 Thursday",4,Neutral,Neutral,Does not mention
117,051401cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"May 14, 2020 Thursday",13,Neutral,Neutral,Does not mention
118,051301cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"May 13, 2020 Wednesday",4,Neutral,Neutral,Does not mention
118,051301cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"May 13, 2020 Wednesday",13,Neutral,Neutral,Does not mention
119,051001cb.504,NBC News MEET THE PRESS 10:30 AM EST,"May 10, 2020 Sunday",4,Neutral,Expresses climate concern,Does not mention
119,051001cb.504,NBC News MEET THE PRESS 10:30 AM EST,"May 10, 2020 Sunday",13,Neutral,Expresses climate concern,Does not mention
120,051201cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"May 12, 2020 Tuesday",10,Neutral,Expresses opposition to climate concern,Does not mention
120,051201cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"May 12, 2020 Tuesday",11,Neutral,Expresses opposition to climate concern,Does not mention
121,051201CN.V11,CNN CNN NEWSROOM 9:00 AM EST,"May 12, 2020 Tuesday",10,Neutral,Neutral,Does not mention
121,051201CN.V11,CNN CNN NEWSROOM 9:00 AM EST,"May 12, 2020 Tuesday",11,Neutral,Neutral,Does not mention
122,051101cb.259,Fox News Network FOX NEWS @ NIGHT 11:00 PM EST,"May 11, 2020 Monday",10,Neutral,Neutral,Does not mention
122,051101cb.259,Fox News Network FOX NEWS @ NIGHT 11:00 PM EST,"May 11, 2020 Monday",11,Neutral,Neutral,Does not mention
123,050901cb.256,Fox News Network THE GREG GUTFELD SHOW 10:00 PM EST,"May 9, 2020 Saturday",10,Neutral,Neutral,Does not mention
123,050901cb.256,Fox News Network THE GREG GUTFELD SHOW 10:00 PM EST,"May 9, 2020 Saturday",11,Neutral,Neutral,Does not mention
124,050401cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"May 4, 2020 Monday",10,Neutral,Neutral,Does not mention
124,050401cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"May 4, 2020 Monday",11,Neutral,Neutral,Does not mention
125,,ABC News Transcript GMA3: STRAHAN 1:00 PM EST,"May 1, 2020 Friday",10,Neutral,Expresses climate concern,Does not mention
125,,ABC News Transcript GMA3: STRAHAN 1:00 PM EST,"May 1, 2020 Friday",11,Neutral,Expresses climate concern,Does not mention
126,050601cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"May 6, 2020 Wednesday",10,Neutral,Neutral,Does not mention
126,050601cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"May 6, 2020 Wednesday",11,Neutral,Neutral,Does not mention
127,050601cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"May 6, 2020 Wednesday",10,Neutral,Neutral,Does not mention
127,050601cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"May 6, 2020 Wednesday",11,Neutral,Neutral,Does not mention
128,050208cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"May 2, 2020 Saturday",10,Neutral,Neutral,Does not mention
128,050208cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"May 2, 2020 Saturday",11,Neutral,Neutral,Does not mention
129,050404CN.V11,CNN CNN NEWSROOM 10:30 AM EST,"May 4, 2020 Monday",10,Neutral,Neutral,Does not mention
129,050404CN.V11,CNN CNN NEWSROOM 10:30 AM EST,"May 4, 2020 Monday",11,Neutral,Neutral,Does not mention
130,050301CN.V18,CNN FAREED ZAKARIA GPS 10:00 AM EST,"May 3, 2020 Sunday",10,Neutral,Neutral,Does not mention
130,050301CN.V18,CNN FAREED ZAKARIA GPS 10:00 AM EST,"May 3, 2020 Sunday",11,Neutral,Neutral,Does not mention
131,050317CN.V11,CNN CNN NEWSROOM 12:00 PM EST,"May 3, 2020 Sunday",10,Neutral,Neutral,Does not mention
131,050317CN.V11,CNN CNN NEWSROOM 12:00 PM EST,"May 3, 2020 Sunday",11,Neutral,Neutral,Does not mention
132,050301cb.269,Fox News Network MEDIA BUZZ 11:00 AM EST,"May 3, 2020 Sunday",10,Neutral,Neutral,Does not mention
132,050301cb.269,Fox News Network MEDIA BUZZ 11:00 AM EST,"May 3, 2020 Sunday",11,Neutral,Neutral,Does not mention
133,050202CN.V16,CNN THE SITUATION ROOM 8:00 PM EST,"May 2, 2020 Saturday",10,Acknowledges,Expresses climate concern,Does not mention
133,050202CN.V16,CNN THE SITUATION ROOM 8:00 PM EST,"May 2, 2020 Saturday",11,Acknowledges,Expresses climate concern,Does not mention
135,062501cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"June 25, 2020 Thursday",10,Acknowledges,Expresses climate concern,Does not mention
135,062501cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"June 25, 2020 Thursday",11,Acknowledges,Expresses climate concern,Does not mention
136,062501CN.V68,CNN CNN Tonight 10:00 PM EST,"June 25, 2020 Thursday",10,Neutral,Neutral,Does not mention
136,062501CN.V68,CNN CNN Tonight 10:00 PM EST,"June 25, 2020 Thursday",11,Neutral,Neutral,Does not mention
137,062605CN.V42,CNN New Day 8:00 AM EST,"June 26, 2020 Friday",10,Neutral,Neutral,Does not mention
137,062605CN.V42,CNN New Day 8:00 AM EST,"June 26, 2020 Friday",11,Neutral,Neutral,Does not mention
138,062603CN.V34,CNN EARLY START 5:30 AM EST,"June 26, 2020 Friday",10,Neutral,Neutral,Does not mention
138,062603CN.V34,CNN EARLY START 5:30 AM EST,"June 26, 2020 Friday",11,Neutral,Neutral,Does not mention
139,062401cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"June 24, 2020 Wednesday",10,Neutral,Neutral,Neutral
139,062401cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"June 24, 2020 Wednesday",11,Neutral,Neutral,Neutral
140,062301cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"June 23, 2020 Tuesday",10,Neutral,Expresses climate concern,Does not mention
140,062301cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"June 23, 2020 Tuesday",11,Neutral,Expresses climate concern,Does not mention
142,062204CN.V11,CNN CNN NEWSROOM 10:30 AM EST,"June 22, 2020 Monday",13,Neutral,Neutral,Does not mention
142,062204CN.V11,CNN CNN NEWSROOM 10:30 AM EST,"June 22, 2020 Monday",10,Neutral,Neutral,Does not mention
144,062101cb.265,Fox News Network THE NEXT REVOLUTION 9:00 PM EST,"June 21, 2020 Sunday",13,Neutral,Neutral,Does not mention
144,062101cb.265,Fox News Network THE NEXT REVOLUTION 9:00 PM EST,"June 21, 2020 Sunday",10,Neutral,Neutral,Does not mention
145,061902CN.V42,CNN New Day 6:30 AM EST,"June 19, 2020 Friday",13,Neutral,Neutral,Does not mention
145,061902CN.V42,CNN New Day 6:30 AM EST,"June 19, 2020 Friday",10,Neutral,Neutral,Does not mention
146,061909cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"June 19, 2020 Friday",13,Neutral,Neutral,Does not mention
146,061909cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"June 19, 2020 Friday",10,Neutral,Neutral,Does not mention
148,061801cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"June 18, 2020 Thursday",13,Neutral,Neutral,Does not mention
148,061801cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"June 18, 2020 Thursday",10,Neutral,Neutral,Does not mention
149,061608cb.501,NBC News TODAY SHOW 7:00 AM EST,"June 16, 2020 Tuesday",13,Neutral,Neutral,Does not mention
149,061608cb.501,NBC News TODAY SHOW 7:00 AM EST,"June 16, 2020 Tuesday",10,Neutral,Neutral,Does not mention
150,061508CN.V11,CNN CNN NEWSROOM 12:30 PM EST,"June 15, 2020 Monday",13,Neutral,Neutral,Does not mention
150,061508CN.V11,CNN CNN NEWSROOM 12:30 PM EST,"June 15, 2020 Monday",10,Neutral,Neutral,Does not mention
151,061401cb.265,Fox News Network THE NEXT REVOLUTION 9:00 PM EST,"June 14, 2020 Sunday",13,Neutral,Neutral,Does not mention
151,061401cb.265,Fox News Network THE NEXT REVOLUTION 9:00 PM EST,"June 14, 2020 Sunday",10,Neutral,Neutral,Does not mention
152,061401CN.V50,CNN CNN RELIABLE SOURCES 11:00 AM EST,"June 14, 2020 Sunday",13,Neutral,Neutral,Does not mention
152,061401CN.V50,CNN CNN RELIABLE SOURCES 11:00 AM EST,"June 14, 2020 Sunday",10,Neutral,Neutral,Does not mention
153,061201cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"June 12, 2020 Friday",13,Neutral,Neutral,Does not mention
153,061201cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"June 12, 2020 Friday",10,Neutral,Neutral,Does not mention
154,061105cb.501,NBC News TODAY SHOW 7:00 AM EST,"June 11, 2020 Thursday",13,Neutral,Neutral,Does not mention
154,061105cb.501,NBC News TODAY SHOW 7:00 AM EST,"June 11, 2020 Thursday",10,Neutral,Neutral,Does not mention
155,061101cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 7:00 PM EST,"June 11, 2020 Thursday",13,Neutral,Neutral,Does not mention
155,061101cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 7:00 PM EST,"June 11, 2020 Thursday",10,Neutral,Neutral,Does not mention
157,060813cb.501,NBC News TODAY SHOW 7:00 AM EST,"June 8, 2020 Monday",13,Neutral,Neutral,Does not mention
157,060813cb.501,NBC News TODAY SHOW 7:00 AM EST,"June 8, 2020 Monday",10,Neutral,Neutral,Does not mention
158,060702CN.V48,CNN New Day Sunday 7:00 AM EST,"June 7, 2020 Sunday",13,Neutral,Neutral,Does not mention
158,060702CN.V48,CNN New Day Sunday 7:00 AM EST,"June 7, 2020 Sunday",10,Neutral,Neutral,Does not mention
159,060501cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"June 5, 2020 Friday",13,Neutral,Neutral,Does not mention
159,060501cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"June 5, 2020 Friday",10,Neutral,Neutral,Does not mention
160,060602CN.V16,CNN THE SITUATION ROOM 8:00 PM EST,"June 6, 2020 Saturday",13,Neutral,Neutral,Does not mention
160,060602CN.V16,CNN THE SITUATION ROOM 8:00 PM EST,"June 6, 2020 Saturday",10,Neutral,Neutral,Does not mention
161,060520CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"June 5, 2020 Friday",13,Neutral,Neutral,Does not mention
161,060520CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"June 5, 2020 Friday",10,Neutral,Neutral,Does not mention
162,060501cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"June 5, 2020 Friday",13,Neutral,Neutral,Does not mention
162,060501cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"June 5, 2020 Friday",10,Neutral,Neutral,Does not mention
163,060401cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"June 4, 2020 Thursday",13,Neutral,Neutral,Does not mention
163,060401cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"June 4, 2020 Thursday",10,Neutral,Neutral,Does not mention
164,060305cb.501,NBC News TODAY SHOW 7:00 AM EST,"June 3, 2020 Wednesday",13,Acknowledges,Expresses climate concern,Does not mention
164,060305cb.501,NBC News TODAY SHOW 7:00 AM EST,"June 3, 2020 Wednesday",10,Acknowledges,Expresses climate concern,Does not mention
165,072507cb.403,"CBS News Transcripts CBS EVENING NEWS, SATURDAY EDITION 6:30 PM EST","July 25, 2020 Saturday",13,Neutral,Neutral,Does not mention
165,072507cb.403,"CBS News Transcripts CBS EVENING NEWS, SATURDAY EDITION 6:30 PM EST","July 25, 2020 Saturday",10,Neutral,Neutral,Does not mention
166,071801cb.256,Fox News Network THE GREG GUTFELD SHOW 10:00 PM EST,"July 18, 2020 Saturday",13,Neutral,Expresses climate concern,Does not mention
166,071801cb.256,Fox News Network THE GREG GUTFELD SHOW 10:00 PM EST,"July 18, 2020 Saturday",10,Neutral,Expresses climate concern,Does not mention
167,073102CN.V68,CNN CNN Tonight 11:00 PM EST,"July 31, 2020 Friday",13,Neutral,Neutral,Does not mention
167,073102CN.V68,CNN CNN Tonight 11:00 PM EST,"July 31, 2020 Friday",10,Neutral,Neutral,Does not mention
168,072901cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"July 29, 2020 Wednesday",13,Neutral,Expresses opposition to climate concern,Does not mention
168,072901cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"July 29, 2020 Wednesday",10,Neutral,Expresses opposition to climate concern,Does not mention
169,072918CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"July 29, 2020 Wednesday",13,Acknowledges,Expresses climate concern,Unclear
169,072918CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"July 29, 2020 Wednesday",10,Acknowledges,Expresses climate concern,Does not mention
170,072701cb.453,MSNBC THE REIDOUT 7:00 PM EST,"July 27, 2020 Monday",13,Acknowledges,Expresses climate concern,Does not mention
170,072701cb.453,MSNBC THE REIDOUT 7:00 PM EST,"July 27, 2020 Monday",10,Neutral,Expresses climate concern,Does not mention
171,072917CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"July 29, 2020 Wednesday",13,Acknowledges,Expresses climate concern,Does not mention
171,072917CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"July 29, 2020 Wednesday",10,Acknowledges,Expresses climate concern,Does not mention
172,072920CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"July 29, 2020 Wednesday",13,Acknowledges,Expresses climate concern,Does not mention
172,072920CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"July 29, 2020 Wednesday",10,Acknowledges,Expresses climate concern,Does not mention
173,073001cb.457,MSNBC THE BEAT WITH ARI MELBER 6:00 PM EST,"July 30, 2020 Thursday",13,Acknowledges,Expresses climate concern,Does not mention
173,073001cb.457,MSNBC THE BEAT WITH ARI MELBER 6:00 PM EST,"July 30, 2020 Thursday",10,Acknowledges,Expresses climate concern,Does not mention
174,071401cb.254,Fox News Network FOX SPECIAL REPORT WITH BRET BAIER 6:00 PM EST,"July 14, 2020 Tuesday",13,Neutral,Neutral,Does not mention
174,071401cb.254,Fox News Network FOX SPECIAL REPORT WITH BRET BAIER 6:00 PM EST,"July 14, 2020 Tuesday",10,Neutral,Expresses opposition to climate concern,Opposes
175,072901cb.140,Fox News Network YOUR WORLD WITH NEIL CAVUTO 4:00 PM EST,"July 29, 2020 Wednesday",13,Neutral,Expresses climate concern,Does not mention
175,072901cb.140,Fox News Network YOUR WORLD WITH NEIL CAVUTO 4:00 PM EST,"July 29, 2020 Wednesday",10,Neutral,Debate,Debate
176,072922CN.V11,CNN CNN NEWSROOM 4:30 AM EST,"July 29, 2020 Wednesday",13,Neutral,Neutral,Does not mention
176,072922CN.V11,CNN CNN NEWSROOM 4:30 AM EST,"July 29, 2020 Wednesday",10,Neutral,Neutral,Does not mention
177,072902cb.140,Fox News Network YOUR WORLD WITH NEIL CAVUTO 4:14 PM EST,"July 29, 2020 Wednesday",13,Neutral,Expresses climate concern,Does not mention
177,072902cb.140,Fox News Network YOUR WORLD WITH NEIL CAVUTO 4:14 PM EST,"July 29, 2020 Wednesday",10,Neutral,Expresses climate concern,Does not mention
178,072905cb.501,NBC News TODAY SHOW 7:00 AM EST,"July 29, 2020 Wednesday",13,Neutral,Neutral,Does not mention
178,072905cb.501,NBC News TODAY SHOW 7:00 AM EST,"July 29, 2020 Wednesday",10,Neutral,Neutral,Does not mention
179,072801cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"July 28, 2020 Tuesday",4,Neutral,Expresses climate concern,Does not mention
179,072801cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"July 28, 2020 Tuesday",10,Neutral,Expresses climate concern,Does not mention
180,072814CN.V11,CNN CNN NEWSROOM 3:30 PM EST,"July 28, 2020 Tuesday",4,Neutral,Expresses climate concern,Does not mention
180,072814CN.V11,CNN CNN NEWSROOM 3:30 PM EST,"July 28, 2020 Tuesday",10,Neutral,Expresses climate concern,Does not mention
181,072401cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"July 24, 2020 Friday",10,Acknowledges,Expresses climate concern,Does not mention
181,072401cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"July 24, 2020 Friday",4,Acknowledges,Expresses climate concern,Does not mention
182,072607cb.502,NBC News NBC NIGHTLY NEWS 7:00 PM EST,"July 26, 2020 Sunday",2,Neutral,Neutral,Does not mention
182,072607cb.502,NBC News NBC NIGHTLY NEWS 7:00 PM EST,"July 26, 2020 Sunday",10,Neutral,Neutral,Does not mention
182,072607cb.502,NBC News NBC NIGHTLY NEWS 7:00 PM EST,"July 26, 2020 Sunday",4,Neutral,Expresses climate concern,Does not mention
183,,ABC News Transcript THE VIEW 11:23 AM EST,"July 27, 2020 Monday",10,Neutral,Neutral,Does not mention
183,,ABC News Transcript THE VIEW 11:23 AM EST,"July 27, 2020 Monday",4,Neutral,Neutral,Does not mention
184,071518CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"July 15, 2020 Wednesday",10,Acknowledges,Expresses climate concern,Supports
184,071518CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"July 15, 2020 Wednesday",4,Acknowledges,Expresses climate concern,Supports
185,072602CN.V48,CNN New Day Sunday 7:00 AM EST,"July 26, 2020 Sunday",10,Neutral,Neutral,Does not mention
185,072602CN.V48,CNN New Day Sunday 7:00 AM EST,"July 26, 2020 Sunday",4,Neutral,Neutral,Does not mention
186,072318CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"July 23, 2020 Thursday",10,Acknowledges,Expresses climate concern,Does not mention
186,072318CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"July 23, 2020 Thursday",4,Acknowledges,Expresses climate concern,Does not mention
187,071401cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"July 14, 2020 Tuesday",10,Neutral,Neutral,Opposes
187,071401cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"July 14, 2020 Tuesday",4,Neutral,Neutral,Opposes
188,072302cb.460,MSNBC ANDREA MITCHELL REPORTS 12:00 PM EST,"July 23, 2020 Thursday",10,Neutral,Neutral,Does not mention
188,072302cb.460,MSNBC ANDREA MITCHELL REPORTS 12:00 PM EST,"July 23, 2020 Thursday",4,Neutral,Neutral,Does not mention
189,072201cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"July 22, 2020 Wednesday",10,Neutral,Neutral,Does not mention
189,072201cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"July 22, 2020 Wednesday",4,Neutral,Neutral,Does not mention
190,072201cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"July 22, 2020 Wednesday",10,Neutral,Neutral,Neutral
190,072201cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"July 22, 2020 Wednesday",4,Neutral,Neutral,Neutral
191,071818CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"July 18, 2020 Saturday",10,Acknowledges,Expresses climate concern,Supports
191,071818CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"July 18, 2020 Saturday",4,Acknowledges,Expresses climate concern,Supports
192,071901CN.V18,CNN FAREED ZAKARIA GPS 10:00 AM EST,"July 19, 2020 Sunday",10,Neutral,Neutral,Does not mention
